ID,Title,Definition
5.5.1.4,Traditional Economic System,"An economic system in which economic decisions are based on customs, traditions, beliefs, and historical precedent, often involving subsistence agriculture, hunting/gathering, and limited specialization or trade."
5.5.1.5,Barter Economic System,An economic system where goods and services are directly exchanged for other goods and services without the use of money as a medium of exchange.
5.5.1.6,Gift Economic System,"An economic system where goods and services are given without an explicit agreement for immediate or future reciprocity, often based on social relationships, status, or communal sharing."
5.5.1.7,Feudal Economic System,"A historical economic system, primarily in medieval Europe, characterized by a decentralized structure based on land ownership (fiefs) held by a nobility, reciprocal obligations between lords and vassals, and labor performed by serfs tied to the land."
5.5.1.8,Mercantilist Economic System,"A historical economic system, prevalent from the 16th to 18th centuries, characterized by national economic policies aimed at accumulating monetary reserves through a positive balance of trade, often involving protectionism, state-chartered monopolies, and colonial exploitation."
5.5.1.9,Participatory Economic System (Parecon),"A proposed theoretical economic system characterized by social ownership of productive assets, participatory worker and consumer councils, remuneration based on effort and sacrifice, balanced job complexes, and participatory planning for allocation."
5.5.2,Political System,system of government and power distribution.
5.5.2.1,Anarchist System,"A political system characterized by the absence of a state and coercive authority, advocating for stateless societies based on voluntary associations."
5.5.2.1.1,Anarcho-Communism,(A kind of Anarchist System with communal ownership.)
5.5.2.1.2,Anarcho-Syndicalism,(A kind of Anarchist System emphasizing worker-organized syndicates.)
5.5.2.1.3,Anarcho-Capitalism,(A kind of Anarchist System with private property and free markets.)
5.5.2.1.4,Mutualist System,(A kind of Anarchist System based on mutual exchange and credit.)
5.5.2.1.5,Anarcho-Pacifist System,(A kind of Anarchist System committed to non-violent means.)
5.5.2.10,Confederal State System (Confederation),"A political system where sovereign states delegate certain powers to a central government, yet retain ultimate authority."
5.5.2.11,Feudal System,"A historical decentralized political, economic, and social system based on reciprocal legal and military obligations among the warrior nobility, revolving around lords, vassals, and fiefs."
5.5.2.12,Tribal Political System / Chiefdom,"A political system based on kinship ties, often with a chief or council of elders holding authority, common in smaller-scale or pre-state societies."
5.5.2.13,Diarchy,A political system of government in which two individuals (diarchs) are joint heads of state.
5.5.2.14,Empire (as a political system form),"An extensive group of states or countries under a single supreme authority, typically an emperor or empress, or a dominant state. (The internal governance of an empire can vary, e.g., monarchical, oligarchic)."
5.5.2.15,City-State System,A political system where an independent or autonomous entity's territory consists of a city and potentially its surrounding territory.
5.5.2.16,Dictatorship (as a distinct form),"A political system where a single individual (a dictator) or a small group holds absolute governmental power, typically obtained by force or inheritance within a non-monarchical system, and not subject to popular consent or constitutional limitations."
5.5.2.16.1,Civilian Dictatorship,
5.5.2.16.2,Military Dictatorship,"(Personalist rule by a military leader, distinct from a Military Junta which is oligarchic)"
5.5.2.2,Authoritarian System,"A political system characterized by strong central power, limited political freedoms, and the subordination of individual freedoms to the state, lacking constitutional accountability of rulers to the populace."
5.5.2.2.1,Totalitarian System,(A kind of Authoritarian System where the state seeks to control all aspects of public and private life.)
5.5.2.2.1.1,Fascist System,"(A kind of Totalitarian System with specific corporatist, nationalist, and militaristic ideologies.)"
5.5.2.3,Democratic System,"A political system where supreme power is vested in the people and exercised by them directly or indirectly through a system of representation, typically involving free and fair elections."
5.5.2.3.1,Direct Democracy,(A kind of Democratic System where citizens vote directly on policy initiatives.)
5.5.2.3.2,Representative Democracy,(A kind of Democratic System where citizens elect representatives to make decisions.)
5.5.2.3.2.1,Liberal Democracy,(A kind of Representative Democracy emphasizing individual rights and freedoms under the rule of law.)
5.5.2.4,Monarchical System,"A political system in which a monarch (e.g., king, queen, emperor) is the head of state, with sovereignty typically vested in that individual."
5.5.2.4.1,Absolute Monarchy,(A kind of Monarchical System where the monarch holds unrestricted political power.)
5.5.2.4.2,Constitutional Monarchy,"(A kind of Monarchical System where the monarch's powers are defined and limited by a constitution. Note: This can range from systems where the monarch retains significant power to those where they are largely ceremonial. If ceremonial and power is democratic, it's also a ""Democratic System"" in practice.)"
5.5.2.4.3,Elective Monarchy,(A kind of Monarchical System where the monarch is elected rather than strictly hereditary.)
5.5.2.4.4,Hereditary Monarchy,(A kind of Monarchical System where succession is based on lineage.)
5.5.2.5,Oligarchic System,"A political system where political power rests with a small, elite segment of society."
5.5.2.5.1,Aristocracy,(A kind of Oligarchic System where rule is by a hereditary nobility or privileged class.)
5.5.2.5.2,Plutocracy,(A kind of Oligarchic System where rule is by the wealthy.)
5.5.2.5.3,Military Junta,(A kind of Oligarchic System where rule is by a committee of military leaders.)
5.5.2.5.4,Technocracy,(A kind of Oligarchic System where rule is by technical experts or the scientific elite.)
5.5.2.5.5,Gerontocracy,(A kind of Oligarchic System where rule is by elders.)
5.5.2.5.6,Particracy,"(A kind of Oligarchic System where effective rule is by political parties or party leaderships, rather than individual citizens or broadly elected officials.)"
5.5.2.5.7,Kritarchy / Krytocracy,(A kind of Oligarchic System where rule is by judges.)
5.5.2.6,Republic (Structural Form),"A political system in which the country is considered a ""public matter"", not the private concern or property of the rulers, and where offices of state are consequently directly or indirectly elected or appointed rather than inherited. The head of state is typically a president, not a monarch."
5.5.2.6.1,Parliamentary Republic,(A kind of Republic where the executive branch derives its legitimacy from and is accountable to the legislature.)
5.5.2.6.2,Presidential Republic,"(A kind of Republic where the executive branch is separate from the legislature, and the president is both head of state and head of government.)"
5.5.2.6.3,Semi-Presidential Republic,"(A kind of Republic with both a president and a prime minister, with power divided between them.)"
5.5.2.6.4,Islamic Republic,(A kind of Republic governed in accordance with Islamic law. This is a hybrid; its primary classification as a Republic is based on its non-monarchical elective structure.)
5.5.2.6.5,Single-Party Republic,(A kind of Republic where a single political party is legally permitted to hold effective power.)
5.5.2.6.5.1,Communist Republic,(Single-Party) (A kind of Single-Party Republic based on communist ideology.)
5.5.2.7,Theocratic System,"A political system in which a deity is recognized as the supreme civil ruler, the deity's laws are interpreted by ecclesiastical authorities (priests or other religious figures), or which is otherwise dominated by religious law and leadership."
5.5.2.7.1,Hierocracy,(A kind of Theocratic System with direct government by priests or religious ministers.)
5.5.2.8,Unitary State System,"A political system where the central government is supreme, and any administrative divisions (sub-national units) exercise only powers that the central government chooses to delegate."
5.5.2.9,Federal State System (Federation),"A political system characterized by a union of partially self-governing provinces, states, or other regions under a central (federal) government, with power constitutionally divided between them."
5.5.3,Legal System,system of rules enforced by authority.
5.5.3.1,Civil Law System,"A legal system based on comprehensive, systematically organized, and written statutes and codes that serve as the primary source of law, with judges primarily applying these codes."
5.5.3.1.1,Romanistic Civil Law System,"A kind of Civil Law System heavily influenced by Roman Law via the Napoleonic Code and similar codifications (e.g., France, Spain, Italy, Latin American countries)."
5.5.3.1.2,Germanic Civil Law System,"A kind of Civil Law System characterized by systematic and scholarly codifications influenced by German legal science (e.g., Germany, Austria, Switzerland, Japan, South Korea)."
5.5.3.1.3,Scandinavian Civil Law System,"A kind of Civil Law System found in Nordic countries, characterized by a less rigidly codified approach, greater emphasis on legislative preparatory materials, and some influence from customary law (e.g., Sweden, Denmark, Norway, Finland, Iceland)."
5.5.3.1.4,Socialist Civil Law System (Post-Soviet/Transitional),"A kind of Civil Law System in countries transitioning from former Socialist Law systems, retaining civil code structures but adapting to market economies and new constitutional frameworks."
5.5.3.2,Common Law System,"A legal system characterized by law developed by judges through decisions of courts (case law or precedent) and similar tribunals, in addition to statutes adopted by legislative bodies."
5.5.3.2.1,English Common Law System,"The kind of Common Law System originating in England and forming the basis for many other common law jurisdictions, characterized by the doctrine of parliamentary sovereignty and a particular historical development of writs and equity."
5.5.3.2.2,American Common Law System,"A kind of Common Law System as developed in the United States, characterized by constitutional supremacy, judicial review, federal and state jurisdictions, and distinct developments in areas like tort and contract law."
5.5.3.2.3,Commonwealth Common Law System,"A kind of Common Law System found in many current and former member states of the Commonwealth of Nations (excluding the UK itself, which is covered by English Common Law, and Canada/Australia if considered distinct enough), sharing historical roots with English law but with local statutory modifications and jurisprudential developments."
5.5.3.3,Religious Law System,"A legal system where the source of law is religious texts, traditions, and interpretations, governing aspects of public and/or private life."
5.5.3.3.1,Islamic Legal System (Sharia-based),"A kind of Religious Law System derived from the Quran, Sunnah (teachings and practices of Prophet Muhammad), scholarly consensus (Ijma), and analogical reasoning (Qiyas)."
5.5.3.3.2,Jewish Legal System (Halakha-based),"A kind of Religious Law System derived from the Torah, Talmud, rabbinic enactments, and customs, governing many aspects of Jewish life."
5.5.3.3.3,Canon Law System (Christian),"A kind of Religious Law System developed by various Christian denominations (e.g., Catholic, Anglican, Orthodox) to govern internal church administration, rights and obligations of members, and religious ceremonies."
5.5.3.3.4,Hindu Legal System (Classical/Personal Status),"A kind of Religious Law System derived from classical Hindu texts like the Dharmashastras, primarily applied historically and in some contemporary contexts to personal status laws for Hindus in certain jurisdictions."
5.5.3.4,Customary Law System,"A legal system based on the long-established customs, traditions, and practices of a particular community or people, recognized as binding rules of conduct."
